date,year,month_num,month,sunshine_hours
1968-04-01,1968,4,Apr,183.6
1968-05-01,1968,5,May,156.4
1968-06-01,1968,6,Jun,176.1
1968-07-01,1968,7,Jul,142.1
1968-08-01,1968,8,Aug,119.6
1968-09-01,1968,9,Sep,130.8
1968-10-01,1968,10,Oct,68.5
1968-11-01,1968,11,Nov,34.9
1968-12-01,1968,12,Dec,26.6
1969-01-01,1969,1,Jan,34.3
1969-02-01,1969,2,Feb,69.6
1969-03-01,1969,3,Mar,70.9
1969-04-01,1969,4,Apr,188.3
1969-05-01,1969,5,May,175.4
1969-06-01,1969,6,Jun,261.6
1969-07-01,1969,7,Jul,210.8
1969-08-01,1969,8,Aug,138.8
1969-09-01,1969,9,Sep,124.0
1969-10-01,1969,10,Oct,108.4
1969-11-01,1969,11,Nov,66.5
1969-12-01,1969,12,Dec,15.8
1970-01-01,1970,1,Jan,24.8
1970-02-01,1970,2,Feb,101.7
1970-03-01,1970,3,Mar,98.1
1970-04-01,1970,4,Apr,123.1
1970-05-01,1970,5,May,202.3
1970-06-01,1970,6,Jun,266.6
1970-07-01,1970,7,Jul,169.6
1970-08-01,1970,8,Aug,186.1
1970-09-01,1970,9,Sep,157.9
1970-10-01,1970,10,Oct,107.4
1970-11-01,1970,11,Nov,61.5
1970-12-01,1970,12,Dec,40.1
1971-01-01,1971,1,Jan,37.4
1971-02-01,1971,2,Feb,70.4
1971-03-01,1971,3,Mar,96.8
1971-04-01,1971,4,Apr,114.5
1971-05-01,1971,5,May,227.6
1971-06-01,1971,6,Jun,141.1
1971-07-01,1971,7,Jul,227.1
1971-08-01,1971,8,Aug,143.0
1971-09-01,1971,9,Sep,170.8
1971-10-01,1971,10,Oct,140.3
1971-11-01,1971,11,Nov,86.8
1971-12-01,1971,12,Dec,32.1
1972-01-01,1972,1,Jan,38.5
1972-02-01,1972,2,Feb,41.8
1972-03-01,1972,3,Mar,148.3
1972-04-01,1972,4,Apr,132.5
1972-05-01,1972,5,May,181.4
1972-06-01,1972,6,Jun,171.7
1972-07-01,1972,7,Jul,154.3
1972-08-01,1972,8,Aug,184.4
1972-09-01,1972,9,Sep,113.0
1972-10-01,1972,10,Oct,97.3
1972-11-01,1972,11,Nov,77.4
1972-12-01,1972,12,Dec,49.4
1973-01-01,1973,1,Jan,37.7
1973-02-01,1973,2,Feb,75.6
1973-03-01,1973,3,Mar,130.6
1973-04-01,1973,4,Apr,144.5
1973-05-01,1973,5,May,184.6
1973-06-01,1973,6,Jun,268.9
1973-07-01,1973,7,Jul,159.8
1973-08-01,1973,8,Aug,193.7
1973-09-01,1973,9,Sep,167.8
1973-10-01,1973,10,Oct,101.1
1973-11-01,1973,11,Nov,96.1
1973-12-01,1973,12,Dec,57.5
1974-01-01,1974,1,Jan,55.5
1974-02-01,1974,2,Feb,63.8
1974-03-01,1974,3,Mar,98.1
1974-04-01,1974,4,Apr,150.5
1974-05-01,1974,5,May,204.5
1974-06-01,1974,6,Jun,195.5
1974-07-01,1974,7,Jul,176.0
1974-08-01,1974,8,Aug,193.7
1974-09-01,1974,9,Sep,155.5
1974-10-01,1974,10,Oct,85.4
1974-11-01,1974,11,Nov,48.5
1974-12-01,1974,12,Dec,48.8
1975-01-01,1975,1,Jan,37.5
1975-02-01,1975,2,Feb,68.8
1975-03-01,1975,3,Mar,63.5
1975-04-01,1975,4,Apr,120.3
1975-05-01,1975,5,May,169.8
1975-06-01,1975,6,Jun,269.1
1975-07-01,1975,7,Jul,219.6
1975-08-01,1975,8,Aug,241.0
1975-09-01,1975,9,Sep,155.6
1975-10-01,1975,10,Oct,114.1
1975-11-01,1975,11,Nov,69.2
1975-12-01,1975,12,Dec,40.5
1976-01-01,1976,1,Jan,56.3
1976-02-01,1976,2,Feb,49.2
1976-03-01,1976,3,Mar,114.5
1976-04-01,1976,4,Apr,169.9
1976-05-01,1976,5,May,193.5
1976-06-01,1976,6,Jun,283.2
1976-07-01,1976,7,Jul,280.4
1976-08-01,1976,8,Aug,255.1
1976-09-01,1976,9,Sep,123.4
1976-10-01,1976,10,Oct,57.3
1976-11-01,1976,11,Nov,63.2
1976-12-01,1976,12,Dec,61.2
1977-01-01,1977,1,Jan,45.9
1977-02-01,1977,2,Feb,68.1
1977-03-01,1977,3,Mar,104.0
1977-04-01,1977,4,Apr,158.1
1977-05-01,1977,5,May,220.8
1977-06-01,1977,6,Jun,130.9
1977-07-01,1977,7,Jul,191.0
1977-08-01,1977,8,Aug,141.4
1977-09-01,1977,9,Sep,125.7
1977-10-01,1977,10,Oct,126.1
1977-11-01,1977,11,Nov,88.3
1977-12-01,1977,12,Dec,51.6
1978-01-01,1978,1,Jan,39.6
1978-02-01,1978,2,Feb,55.3
1978-03-01,1978,3,Mar,118.5
1978-04-01,1978,4,Apr,113.2
1978-05-01,1978,5,May,188.3
1978-06-01,1978,6,Jun,165.6
1978-07-01,1978,7,Jul,132.7
1978-08-01,1978,8,Aug,152.6
1978-09-01,1978,9,Sep,159.8
1978-10-01,1978,10,Oct,95.6
1978-11-01,1978,11,Nov,82.7
1978-12-01,1978,12,Dec,35.5
1979-01-01,1979,1,Jan,54.0
1979-02-01,1979,2,Feb,47.4
1979-03-01,1979,3,Mar,94.6
1979-04-01,1979,4,Apr,122.7
1979-05-01,1979,5,May,200.2
1979-06-01,1979,6,Jun,174.6
1979-07-01,1979,7,Jul,181.8
1979-08-01,1979,8,Aug,171.8
1979-09-01,1979,9,Sep,183.6
1979-10-01,1979,10,Oct,116.0
1979-11-01,1979,11,Nov,68.3
1979-12-01,1979,12,Dec,59.5
1980-01-01,1980,1,Jan,68.7
1980-02-01,1980,2,Feb,54.3
1980-03-01,1980,3,Mar,80.9
1980-04-01,1980,4,Apr,165.5
1980-05-01,1980,5,May,235.7
1980-06-01,1980,6,Jun,188.7
1980-07-01,1980,7,Jul,160.0
1980-08-01,1980,8,Aug,150.0
1980-09-01,1980,9,Sep,150.3
1980-10-01,1980,10,Oct,129.6
1980-11-01,1980,11,Nov,56.3
1980-12-01,1980,12,Dec,52.3
1981-01-01,1981,1,Jan,52.5
1981-02-01,1981,2,Feb,66.5
1981-03-01,1981,3,Mar,55.1
1981-04-01,1981,4,Apr,129.1
1981-05-01,1981,5,May,144.0
1981-06-01,1981,6,Jun,160.2
1981-07-01,1981,7,Jul,157.9
1981-08-01,1981,8,Aug,190.8
1981-09-01,1981,9,Sep,165.6
1981-10-01,1981,10,Oct,128.1
1981-11-01,1981,11,Nov,57.7
1981-12-01,1981,12,Dec,42.0
1982-01-01,1982,1,Jan,64.4
1982-02-01,1982,2,Feb,55.6
1982-03-01,1982,3,Mar,160.3
1982-04-01,1982,4,Apr,166.3
1982-05-01,1982,5,May,238.1
1982-06-01,1982,6,Jun,153.2
1982-07-01,1982,7,Jul,181.6
1982-08-01,1982,8,Aug,178.4
1982-09-01,1982,9,Sep,159.7
1982-10-01,1982,10,Oct,73.4
1982-11-01,1982,11,Nov,62.9
1982-12-01,1982,12,Dec,52.3
1983-01-01,1983,1,Jan,56.0
1983-02-01,1983,2,Feb,87.5
1983-03-01,1983,3,Mar,90.5
1983-04-01,1983,4,Apr,140.1
1983-05-01,1983,5,May,137.4
1983-06-01,1983,6,Jun,181.6
1983-07-01,1983,7,Jul,239.9
1983-08-01,1983,8,Aug,208.6
1983-09-01,1983,9,Sep,112.5
1983-10-01,1983,10,Oct,124.7
1983-11-01,1983,11,Nov,41.6
1983-12-01,1983,12,Dec,55.7
1984-01-01,1984,1,Jan,83.8
1984-02-01,1984,2,Feb,69.9
1984-03-01,1984,3,Mar,47.7
1984-04-01,1984,4,Apr,224.0
1984-05-01,1984,5,May,128.5
1984-06-01,1984,6,Jun,201.5
1984-07-01,1984,7,Jul,205.5
1984-08-01,1984,8,Aug,205.6
1984-09-01,1984,9,Sep,97.8
1984-10-01,1984,10,Oct,109.1
1984-11-01,1984,11,Nov,54.7
1984-12-01,1984,12,Dec,64.5
1985-01-01,1985,1,Jan,45.8
1985-02-01,1985,2,Feb,80.0
1985-03-01,1985,3,Mar,97.4
1985-04-01,1985,4,Apr,136.1
1985-05-01,1985,5,May,144.2
1985-06-01,1985,6,Jun,160.0
1985-07-01,1985,7,Jul,218.5
1985-08-01,1985,8,Aug,180.4
1985-09-01,1985,9,Sep,133.8
1985-10-01,1985,10,Oct,118.1
1985-11-01,1985,11,Nov,91.3
1985-12-01,1985,12,Dec,33.4
1986-01-01,1986,1,Jan,70.8
1986-02-01,1986,2,Feb,66.6
1986-03-01,1986,3,Mar,125.4
1986-04-01,1986,4,Apr,132.8
1986-05-01,1986,5,May,204.7
1986-06-01,1986,6,Jun,229.0
1986-07-01,1986,7,Jul,185.7
1986-08-01,1986,8,Aug,147.3
1986-09-01,1986,9,Sep,170.3
1986-10-01,1986,10,Oct,120.1
1986-11-01,1986,11,Nov,69.1
1986-12-01,1986,12,Dec,60.7
1987-01-01,1987,1,Jan,44.3
1987-02-01,1987,2,Feb,64.4
1987-03-01,1987,3,Mar,94.8
1987-04-01,1987,4,Apr,151.6
1987-05-01,1987,5,May,182.6
1987-06-01,1987,6,Jun,116.7
1987-07-01,1987,7,Jul,164.3
1987-08-01,1987,8,Aug,146.5
1987-09-01,1987,9,Sep,155.1
1987-10-01,1987,10,Oct,121.0
1987-11-01,1987,11,Nov,46.4
1987-12-01,1987,12,Dec,28.8
1988-01-01,1988,1,Jan,54.0
1988-02-01,1988,2,Feb,117.1
1988-03-01,1988,3,Mar,90.6
1988-04-01,1988,4,Apr,131.1
1988-05-01,1988,5,May,189.7
1988-06-01,1988,6,Jun,148.0
1988-07-01,1988,7,Jul,159.2
1988-08-01,1988,8,Aug,201.9
1988-09-01,1988,9,Sep,137.4
1988-10-01,1988,10,Oct,104.1
1988-11-01,1988,11,Nov,87.4
1988-12-01,1988,12,Dec,48.1
1989-01-01,1989,1,Jan,69.2
1989-02-01,1989,2,Feb,97.5
1989-03-01,1989,3,Mar,103.2
1989-04-01,1989,4,Apr,122.3
1989-05-01,1989,5,May,298.7
1989-06-01,1989,6,Jun,249.8
1989-07-01,1989,7,Jul,261.4
1989-08-01,1989,8,Aug,251.2
1989-09-01,1989,9,Sep,127.7
1989-10-01,1989,10,Oct,97.3
1989-11-01,1989,11,Nov,102.6
1989-12-01,1989,12,Dec,26.9
1990-01-01,1990,1,Jan,63.1
1990-02-01,1990,2,Feb,96.6
1990-03-01,1990,3,Mar,151.5
1990-04-01,1990,4,Apr,232.4
1990-05-01,1990,5,May,260.0
1990-06-01,1990,6,Jun,138.6
1990-07-01,1990,7,Jul,258.9
1990-08-01,1990,8,Aug,254.6
1990-09-01,1990,9,Sep,136.4
1990-10-01,1990,10,Oct,126.7
1990-11-01,1990,11,Nov,56.7
1990-12-01,1990,12,Dec,45.4
1991-01-01,1991,1,Jan,75.5
1991-02-01,1991,2,Feb,46.4
1991-03-01,1991,3,Mar,101.0
1991-04-01,1991,4,Apr,161.6
1991-05-01,1991,5,May,138.9
1991-06-01,1991,6,Jun,133.1
1991-07-01,1991,7,Jul,212.7
1991-08-01,1991,8,Aug,234.8
1991-09-01,1991,9,Sep,184.6
1991-10-01,1991,10,Oct,88.7
1991-11-01,1991,11,Nov,52.1
1991-12-01,1991,12,Dec,51.6
1992-01-01,1992,1,Jan,53.5
1992-02-01,1992,2,Feb,67.6
1992-03-01,1992,3,Mar,73.3
1992-04-01,1992,4,Apr,125.4
1992-05-01,1992,5,May,265.1
1992-06-01,1992,6,Jun,219.8
1992-07-01,1992,7,Jul,166.1
1992-08-01,1992,8,Aug,170.7
1992-09-01,1992,9,Sep,134.6
1992-10-01,1992,10,Oct,106.7
1992-11-01,1992,11,Nov,65.3
1992-12-01,1992,12,Dec,49.7
1993-01-01,1993,1,Jan,43.5
1993-02-01,1993,2,Feb,38.4
1993-03-01,1993,3,Mar,129.1
1993-04-01,1993,4,Apr,123.3
1993-05-01,1993,5,May,208.4
1993-06-01,1993,6,Jun,211.3
1993-07-01,1993,7,Jul,188.2
1993-08-01,1993,8,Aug,207.4
1993-09-01,1993,9,Sep,102.7
1993-10-01,1993,10,Oct,117.1
1993-11-01,1993,11,Nov,63.5
1993-12-01,1993,12,Dec,43.7
1994-01-01,1994,1,Jan,71.2
1994-02-01,1994,2,Feb,78.3
1994-03-01,1994,3,Mar,128.7
1994-04-01,1994,4,Apr,169.8
1994-05-01,1994,5,May,152.1
1994-06-01,1994,6,Jun,234.1
1994-07-01,1994,7,Jul,251.9
1994-08-01,1994,8,Aug,189.6
1994-09-01,1994,9,Sep,113.3
1994-10-01,1994,10,Oct,116.8
1994-11-01,1994,11,Nov,47.1
1994-12-01,1994,12,Dec,65.8
1995-01-01,1995,1,Jan,56.7
1995-02-01,1995,2,Feb,85.1
1995-03-01,1995,3,Mar,185.8
1995-04-01,1995,4,Apr,172.8
1995-05-01,1995,5,May,222.2
1995-06-01,1995,6,Jun,176.7
1995-07-01,1995,7,Jul,266.6
1995-08-01,1995,8,Aug,272.2
1995-09-01,1995,9,Sep,137.3
1995-10-01,1995,10,Oct,143.5
1995-11-01,1995,11,Nov,63.3
1995-12-01,1995,12,Dec,35.4
1996-01-01,1996,1,Jan,23.0
1996-02-01,1996,2,Feb,88.0
1996-03-01,1996,3,Mar,69.3
1996-04-01,1996,4,Apr,160.1
1996-05-01,1996,5,May,177.2
1996-06-01,1996,6,Jun,246.9
1996-07-01,1996,7,Jul,227.3
1996-08-01,1996,8,Aug,193.9
1996-09-01,1996,9,Sep,135.5
1996-10-01,1996,10,Oct,137.9
1996-11-01,1996,11,Nov,94.3
1996-12-01,1996,12,Dec,56.6
1997-01-01,1997,1,Jan,51.7
1997-02-01,1997,2,Feb,61.8
1997-03-01,1997,3,Mar,137.1
1997-04-01,1997,4,Apr,173.5
1997-05-01,1997,5,May,247.4
1997-06-01,1997,6,Jun,156.3
1997-07-01,1997,7,Jul,221.0
1997-08-01,1997,8,Aug,219.5
1997-09-01,1997,9,Sep,167.9
1997-10-01,1997,10,Oct,147.3
1997-11-01,1997,11,Nov,57.2
1997-12-01,1997,12,Dec,36.2
1998-01-01,1998,1,Jan,52.9
1998-02-01,1998,2,Feb,117.4
1998-03-01,1998,3,Mar,73.3
1998-04-01,1998,4,Apr,117.5
1998-05-01,1998,5,May,211.6
1998-06-01,1998,6,Jun,151.2
1998-07-01,1998,7,Jul,163.3
1998-08-01,1998,8,Aug,221.1
1998-09-01,1998,9,Sep,121.5
1998-10-01,1998,10,Oct,97.7
1998-11-01,1998,11,Nov,78.0
1998-12-01,1998,12,Dec,40.8
1999-01-01,1999,1,Jan,68.5
1999-02-01,1999,2,Feb,91.1
1999-03-01,1999,3,Mar,104.7
1999-04-01,1999,4,Apr,174.0
1999-05-01,1999,5,May,196.8
1999-06-01,1999,6,Jun,212.8
1999-07-01,1999,7,Jul,250.4
1999-08-01,1999,8,Aug,161.0
1999-09-01,1999,9,Sep,150.9
1999-10-01,1999,10,Oct,138.0
1999-11-01,1999,11,Nov,72.0
1999-12-01,1999,12,Dec,73.5
2000-01-01,2000,1,Jan,72.7
2000-02-01,2000,2,Feb,107.1
2000-03-01,2000,3,Mar,109.9
2000-04-01,2000,4,Apr,145.2
2000-05-01,2000,5,May,186.9
2000-06-01,2000,6,Jun,182.4
2000-07-01,2000,7,Jul,129.6
2000-08-01,2000,8,Aug,218.6
2000-09-01,2000,9,Sep,124.8
2000-10-01,2000,10,Oct,94.5
2000-11-01,2000,11,Nov,71.7
2000-12-01,2000,12,Dec,46.6
2001-01-01,2001,1,Jan,85.4
2001-02-01,2001,2,Feb,76.4
2001-03-01,2001,3,Mar,76.5
2001-04-01,2001,4,Apr,141.1
2001-05-01,2001,5,May,244.7
2001-06-01,2001,6,Jun,203.5
2001-07-01,2001,7,Jul,201.8
2001-08-01,2001,8,Aug,200.0
2001-09-01,2001,9,Sep,112.2
2001-10-01,2001,10,Oct,111.7
2001-11-01,2001,11,Nov,78.7
2001-12-01,2001,12,Dec,77.3
2002-01-01,2002,1,Jan,51.1
2002-02-01,2002,2,Feb,85.5
2002-03-01,2002,3,Mar,116.2
2002-04-01,2002,4,Apr,206.1
2002-05-01,2002,5,May,182.2
2002-06-01,2002,6,Jun,179.5
2002-07-01,2002,7,Jul,178.2
2002-08-01,2002,8,Aug,163.0
2002-09-01,2002,9,Sep,151.2
2002-10-01,2002,10,Oct,91.9
2002-11-01,2002,11,Nov,56.9
2002-12-01,2002,12,Dec,24.1
2003-01-01,2003,1,Jan,60.7
2003-02-01,2003,2,Feb,110.1
2003-03-01,2003,3,Mar,169.2
2003-04-01,2003,4,Apr,198.8
2003-05-01,2003,5,May,200.7
2003-06-01,2003,6,Jun,210.6
2003-07-01,2003,7,Jul,202.7
2003-08-01,2003,8,Aug,228.6
2003-09-01,2003,9,Sep,209.4
2003-10-01,2003,10,Oct,151.0
2003-11-01,2003,11,Nov,72.0
2003-12-01,2003,12,Dec,57.7
2004-01-01,2004,1,Jan,55.0
2004-02-01,2004,2,Feb,70.8
2004-03-01,2004,3,Mar,106.4
2004-04-01,2004,4,Apr,151.6
2004-05-01,2004,5,May,191.3
2004-06-01,2004,6,Jun,199.3
2004-07-01,2004,7,Jul,185.1
2004-08-01,2004,8,Aug,184.6
2004-09-01,2004,9,Sep,169.6
2004-10-01,2004,10,Oct,103.7
2004-11-01,2004,11,Nov,53.4
2004-12-01,2004,12,Dec,57.2
2005-01-01,2005,1,Jan,75.1
2005-02-01,2005,2,Feb,63.3
2005-03-01,2005,3,Mar,70.5
2005-04-01,2005,4,Apr,147.0
2005-05-01,2005,5,May,217.1
2005-06-01,2005,6,Jun,190.6
2005-07-01,2005,7,Jul,158.2
2005-08-01,2005,8,Aug,196.9
2005-09-01,2005,9,Sep,156.5
2005-10-01,2005,10,Oct,107.8
2005-11-01,2005,11,Nov,94.7
2005-12-01,2005,12,Dec,65.6
2006-01-01,2006,1,Jan,50.8
2006-02-01,2006,2,Feb,65.0
2006-03-01,2006,3,Mar,113.4
2006-04-01,2006,4,Apr,151.9
2006-05-01,2006,5,May,157.7
2006-06-01,2006,6,Jun,237.8
2006-07-01,2006,7,Jul,284.1
2006-08-01,2006,8,Aug,150.7
2006-09-01,2006,9,Sep,168.3
2006-10-01,2006,10,Oct,112.5
2006-11-01,2006,11,Nov,103.5
2006-12-01,2006,12,Dec,43.1
2007-01-01,2007,1,Jan,62.8
2007-02-01,2007,2,Feb,63.5
2007-03-01,2007,3,Mar,169.0
2007-04-01,2007,4,Apr,214.9
2007-05-01,2007,5,May,138.6
2007-06-01,2007,6,Jun,160.1
2007-07-01,2007,7,Jul,190.5
2007-08-01,2007,8,Aug,183.6
2007-09-01,2007,9,Sep,160.6
2007-10-01,2007,10,Oct,97.4
2007-11-01,2007,11,Nov,77.5
2007-12-01,2007,12,Dec,55.3
2008-01-01,2008,1,Jan,56.8
2008-02-01,2008,2,Feb,123.0
2008-03-01,2008,3,Mar,110.6
2008-04-01,2008,4,Apr,164.9
2008-05-01,2008,5,May,205.5
2008-06-01,2008,6,Jun,199.1
2008-07-01,2008,7,Jul,212.2
2008-08-01,2008,8,Aug,132.0
2008-09-01,2008,9,Sep,113.3
2008-10-01,2008,10,Oct,128.9
2008-11-01,2008,11,Nov,52.5
2008-12-01,2008,12,Dec,67.9
2009-01-01,2009,1,Jan,53.1
2009-02-01,2009,2,Feb,56.5
2009-03-01,2009,3,Mar,141.4
2009-04-01,2009,4,Apr,184.6
2009-05-01,2009,5,May,220.9
2009-06-01,2009,6,Jun,204.6
2009-07-01,2009,7,Jul,206.1
2009-08-01,2009,8,Aug,211.0
2009-09-01,2009,9,Sep,156.8
2009-10-01,2009,10,Oct,85.4
2009-11-01,2009,11,Nov,80.1
2009-12-01,2009,12,Dec,64.9
2010-01-01,2010,1,Jan,51.7
2010-02-01,2010,2,Feb,54.0
2010-03-01,2010,3,Mar,115.7
2010-04-01,2010,4,Apr,215.5
2010-05-01,2010,5,May,213.0
2010-06-01,2010,6,Jun,229.8
2010-07-01,2010,7,Jul,191.3
2010-08-01,2010,8,Aug,145.3
2010-09-01,2010,9,Sep,129.1
2010-10-01,2010,10,Oct,105.6
2010-11-01,2010,11,Nov,54.8
2010-12-01,2010,12,Dec,41.5
2011-01-01,2011,1,Jan,40.6
2011-02-01,2011,2,Feb,39.3
2011-03-01,2011,3,Mar,113.5
2011-04-01,2011,4,Apr,215.8
2011-05-01,2011,5,May,233.0
2011-06-01,2011,6,Jun,208.9
2011-07-01,2011,7,Jul,165.0
2011-08-01,2011,8,Aug,152.6
2011-09-01,2011,9,Sep,174.7
2011-10-01,2011,10,Oct,152.1
2011-11-01,2011,11,Nov,64.2
2011-12-01,2011,12,Dec,66.7
2012-01-01,2012,1,Jan,72.1
2012-02-01,2012,2,Feb,83.6
2012-03-01,2012,3,Mar,155.6
2012-04-01,2012,4,Apr,136.8
2012-05-01,2012,5,May,170.1
2012-06-01,2012,6,Jun,146.4
2012-07-01,2012,7,Jul,171.9
2012-08-01,2012,8,Aug,188.9
2012-09-01,2012,9,Sep,179.0
2012-10-01,2012,10,Oct,92.0
2012-11-01,2012,11,Nov,74.5
2012-12-01,2012,12,Dec,51.3
2013-01-01,2013,1,Jan,51.0
2013-02-01,2013,2,Feb,59.5
2013-03-01,2013,3,Mar,66.8
2013-04-01,2013,4,Apr,193.5
2013-05-01,2013,5,May,193.4
2013-06-01,2013,6,Jun,169.4
2013-07-01,2013,7,Jul,263.3
2013-08-01,2013,8,Aug,217.1
2013-09-01,2013,9,Sep,144.2
2013-10-01,2013,10,Oct,93.1
2013-11-01,2013,11,Nov,76.4
2013-12-01,2013,12,Dec,62.4
2014-01-01,2014,1,Jan,64.5
2014-02-01,2014,2,Feb,102.2
2014-03-01,2014,3,Mar,157.7
2014-04-01,2014,4,Apr,155.7
2014-05-01,2014,5,May,185.3
2014-06-01,2014,6,Jun,211.1
2014-07-01,2014,7,Jul,229.0
2014-08-01,2014,8,Aug,200.1
2014-09-01,2014,9,Sep,132.4
2014-10-01,2014,10,Oct,113.3
2014-11-01,2014,11,Nov,52.2
2014-12-01,2014,12,Dec,79.6
2015-01-01,2015,1,Jan,71.6
2015-02-01,2015,2,Feb,88.3
2015-03-01,2015,3,Mar,144.6
2015-04-01,2015,4,Apr,215.8
2015-05-01,2015,5,May,193.4
2015-06-01,2015,6,Jun,227.5
2015-07-01,2015,7,Jul,202.9
2015-08-01,2015,8,Aug,163.5
2015-09-01,2015,9,Sep,170.7
2015-10-01,2015,10,Oct,97.9
2015-11-01,2015,11,Nov,41.7
2015-12-01,2015,12,Dec,44.2
2016-01-01,2016,1,Jan,54.2
2016-02-01,2016,2,Feb,93.5
2016-03-01,2016,3,Mar,129.0
2016-04-01,2016,4,Apr,175.7
2016-05-01,2016,5,May,203.8
2016-06-01,2016,6,Jun,132.0
2016-07-01,2016,7,Jul,226.5
2016-08-01,2016,8,Aug,240.5
2016-09-01,2016,9,Sep,140.9
2016-10-01,2016,10,Oct,105.3
2016-11-01,2016,11,Nov,86.5
2016-12-01,2016,12,Dec,53.5
2017-01-01,2017,1,Jan,67.3
2017-02-01,2017,2,Feb,56.3
2017-03-01,2017,3,Mar,127.9
2017-04-01,2017,4,Apr,182.8
2017-05-01,2017,5,May,183.4
2017-06-01,2017,6,Jun,210.2
2017-07-01,2017,7,Jul,188.5
2017-08-01,2017,8,Aug,191.5
2017-09-01,2017,9,Sep,124.1
2017-10-01,2017,10,Oct,89.3
2017-11-01,2017,11,Nov,86.6
2017-12-01,2017,12,Dec,60.6
2018-01-01,2018,1,Jan,62.3
2018-02-01,2018,2,Feb,99.1
2018-03-01,2018,3,Mar,75.6
2018-04-01,2018,4,Apr,125.0
2018-05-01,2018,5,May,256.6
2018-06-01,2018,6,Jun,241.1
2018-07-01,2018,7,Jul,282.5
2018-08-01,2018,8,Aug,200.8
2018-09-01,2018,9,Sep,176.8
2018-10-01,2018,10,Oct,158.4
2018-11-01,2018,11,Nov,85.0
2018-12-01,2018,12,Dec,52.5
2019-01-01,2019,1,Jan,60.1
2019-02-01,2019,2,Feb,137.2
2019-03-01,2019,3,Mar,133.3
2019-04-01,2019,4,Apr,192.1
2019-05-01,2019,5,May,209.2
2019-06-01,2019,6,Jun,177.0
2019-07-01,2019,7,Jul,205.1
2019-08-01,2019,8,Aug,241.7
2019-09-01,2019,9,Sep,178.1
2019-10-01,2019,10,Oct,82.5
2019-11-01,2019,11,Nov,54.9
2019-12-01,2019,12,Dec,66.4
2020-01-01,2020,1,Jan,59.7
2020-02-01,2020,2,Feb,90.4
2020-03-01,2020,3,Mar,166.4
2020-04-01,2020,4,Apr,249.0
2020-05-01,2020,5,May,309.3
2020-06-01,2020,6,Jun,216.1
2020-07-01,2020,7,Jul,179.6
2020-08-01,2020,8,Aug,182.2
2020-09-01,2020,9,Sep,176.9
2020-10-01,2020,10,Oct,62.9
2020-11-01,2020,11,Nov,72.5
2020-12-01,2020,12,Dec,46.1
2021-01-01,2021,1,Jan,43.7
2021-02-01,2021,2,Feb,75.9
2021-03-01,2021,3,Mar,110.6
2021-04-01,2021,4,Apr,217.5
2021-05-01,2021,5,May,171.3
2021-06-01,2021,6,Jun,205.9
2021-07-01,2021,7,Jul,182.6
2021-08-01,2021,8,Aug,127.3
2021-09-01,2021,9,Sep,155.0
2021-10-01,2021,10,Oct,99.6
2021-11-01,2021,11,Nov,85.2
2021-12-01,2021,12,Dec,27.3
2022-01-01,2022,1,Jan,96.0
2022-02-01,2022,2,Feb,96.3
2022-03-01,2022,3,Mar,182.1
2022-04-01,2022,4,Apr,206.7
2022-05-01,2022,5,May,188.1
2022-06-01,2022,6,Jun,248.3
2022-07-01,2022,7,Jul,235.0
2022-08-01,2022,8,Aug,256.8
2022-09-01,2022,9,Sep,138.4
2022-10-01,2022,10,Oct,150.6
2022-11-01,2022,11,Nov,58.8
2022-12-01,2022,12,Dec,64.7
2023-01-01,2023,1,Jan,79.6
2023-02-01,2023,2,Feb,104.6
2023-03-01,2023,3,Mar,78.6
2023-04-01,2023,4,Apr,184.5
2023-05-01,2023,5,May,211.7
2023-06-01,2023,6,Jun,260.5
2023-07-01,2023,7,Jul,171.3
2023-08-01,2023,8,Aug,201.4
2023-09-01,2023,9,Sep,175.3
2023-10-01,2023,10,Oct,107.9
2023-11-01,2023,11,Nov,89.2
2023-12-01,2023,12,Dec,30.6
2024-01-01,2024,1,Jan,80.1
2024-02-01,2024,2,Feb,59.5
2024-03-01,2024,3,Mar,98.2
2024-04-01,2024,4,Apr,142.4
2024-05-01,2024,5,May,195.4
2024-06-01,2024,6,Jun,234.5
2024-07-01,2024,7,Jul,200.4
2024-08-01,2024,8,Aug,222.8
2024-09-01,2024,9,Sep,142.3
2024-10-01,2024,10,Oct,104.6
2024-11-01,2024,11,Nov,58.7
2024-12-01,2024,12,Dec,29.8
2025-01-01,2025,1,Jan,73.5
2025-02-01,2025,2,Feb,69.5
2025-03-01,2025,3,Mar,222.0
2025-04-01,2025,4,Apr,269.2
2025-05-01,2025,5,May,252.8
2025-06-01,2025,6,Jun,276.8
2025-07-01,2025,7,Jul,212.1
2025-08-01,2025,8,Aug,211.0
2025-09-01,2025,9,Sep,183.1
2025-10-01,2025,10,Oct,76.9
2025-11-01,2025,11,Nov,71.9
2025-12-01,2025,12,Dec,70.8
2026-01-01,2026,1,Jan,62.2
2026-02-01,2026,2,Feb,44.5
2026-03-01,2026,3,Mar,155.5
2026-04-01,2026,4,Apr,177.6
